76.049515 38.887974 0.226012
33.912094 36.374779 0.447104
28.935022 4.174813 0.776944
42.302608 31.734068 0.166238
6.629548 21.928205 0.633983
35.998619 21.036716 0.901323
84.235260 25.205206 0.532438
86.977577 15.174642 0.979927
79.404434 14.572473 0.578997
50.612122 29.545540 0.962539
28.328299 9.449166 0.895286
13.716520 1.402443 0.891113
60.710651 7.140767 0.769819
48.835564 21.778114 0.576154
77.005295 20.135914 0.424167
40.889080 17.547792 0.409731
33.661369 25.864471 0.867756
4.978605 4.313090 0.796738
48.587723 36.429611 0.787550
71.774582 16.186344 0.367667
45.379517 30.581112 0.252384
81.653709 15.840672 0.419884
6.612167 15.953379 0.288488
22.158129 13.633341 0.889023
33.910645 40.741741 0.810224
47.377487 21.747229 0.954090
27.929478 30.601406 0.373076
55.357361 24.387774 0.313532
79.527710 12.805675 0.066402
70.721794 19.443264 0.087397
19.043318 44.863342 0.931449
31.362572 22.978989 0.415605
83.446304 27.331390 0.013498
86.375015 37.946270 0.578714
52.879032 27.994820 0.188069
61.873455 39.264736 0.785374
47.737366 29.415033 0.355050
47.141155 11.076786 0.902080
77.536606 28.013889 0.825586
79.508789 24.954012 0.942088
38.397861 43.693214 0.134328
32.280758 38.519363 0.772314
56.177673 21.676003 0.777050
85.138863 1.721504 0.384739
23.387125 44.935974 0.845463
62.904324 42.350864 0.509671
5.080592 14.871853 0.397109
21.974249 35.624840 0.908363
31.403486 16.740858 0.706703
80.958427 12.829723 0.678165
86.210037 25.888033 0.586955
32.620186 0.713246 0.930364
43.595383 1.473486 0.536537
67.171181 34.976051 0.209154
67.840889 37.297386 0.046531
60.257900 6.348170 0.962750
88.723076 21.223055 0.114297
77.928940 25.596453 0.970831
35.744255 27.413092 0.524633
89.151833 3.541529 0.233867
51.582291 41.327744 0.748051
89.465981 25.637640 0.373539
48.773148 22.217556 0.344851
9.572781 34.022640 0.274885
3.024987 20.111727 0.726743
21.977127 12.314274 0.360735
59.719906 44.331699 0.077909
61.233299 15.865159 0.313402
80.282089 25.210888 0.413327
68.325310 21.796091 0.031444
11.629906 35.833313 0.233713
73.830055 7.217875 0.054677
87.062248 22.803238 0.721739
78.183388 1.840762 0.287120
35.039127 22.682253 0.589141
46.753902 35.533878 0.013881
57.467144 39.443722 0.474705
40.220818 26.920252 0.453839
61.154831 20.730133 0.139636
31.059652 42.224846 0.395445
